"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité","Activité","Activité","Activité","Activité"
"ASSU 2000","","175 AVENUE JEAN JAURES","93000","BOBIGNY","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","87 RUE JULES GUESDE","93140","BONDY","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","121 AVENUE JOFFRE","93800","EPINAY SUR SEINE","0148104079","","","6622Z","30536216204237","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","RESIDENCE CASTEL 49BIS AV JEAN JAURES","93220","GAGNY","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","11 BOULEVARD PASTEUR","93120","LA COURNEUVE","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","11 AVENUE HENRI BARBUSSE","93150","LE BLANC MESNIL","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","113 AVENUE DIVISION LECLERC","93350","LE BOURGET","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","152 RUE PARIS","93260","LES LILAS","0148104588","","","6622Z","79963715200015","0","","BOUHOUTE NIZARE","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","54 BOULEVARD CHANZY","93190","LIVRY GARGAN","0148104627","","","6622Z","30536216201290","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","3 AVENUE PAUL LANGEVIN","93100","MONTREUIL","0148104097","","","6622Z","30536216204427","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","211 RUE PIERRE BROSSOLETTE","93160","NOISY LE GRAND","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","40 AVENUE BOBIGNY","93130","NOISY LE SEC","0148460483","","","6622Z","30536216204062","200 à 249","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","75 AVENUE JEAN LOLIVE","93500","PANTIN","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","3 RUE GEN GALLIENI","93110","ROSNY SOUS BOIS","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","52 BOULEVARD JULES GUESDE","93200","ST DENIS","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","22 RUE LUCIEN SPORTISS","93270","SEVRAN","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","4 AVENUE PAUL VAILLANT COUTURIER","93240","STAINS","0148104622","","","6622Z","30536216201126","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","12 PLACE GARE","93420","VILLEPINTE","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000 ASSURANCES 2000","","74 AVENUE HENRI BARBUSSE","93700","DRANCY","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000 ASSURANCES 2000","","42 RUE JEAN JAURES","93130","NOISY LE SEC","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000 ASSURANCES 2000","","22 AVENUE GABRIEL PERI","93400","ST OUEN","0148107125","","","6622Z","30536216202983","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSUR HEURT","","2 BOULEVARD JACQUES AMYOT","93410","VAUJOURS","","","0971702714","6622Z","49129933500035","1 à 2","","GOLDSTEIN ERIC","COURTIERS D'ASSURANCES","","","",""
"ASSUR'IDEALE","","10 Bis AVENUE LIVRY","93340","LE RAINCY","","","0897500952","6622Z","79140385000013","1 à 2","","MELLOUK SAMIR","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE ELITE","","114 RUE MARCEAU","93100","MONTREUIL","0155860703","","","6622Z","81254135700016","0","","SADOCKI KENZA","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","13 AVENUE PRES ROOSEVELT","93300","AUBERVILLIERS","0149370000","","","6622Z","38873615900145","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","6 ROUTE BONDY","93600","AULNAY SOUS BOIS","0148790790","","","6622Z","38873615900103","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","17 AVENUE ARISTIDE BRIAND","93320","LES PAVILLONS SOUS BOIS","0148024647","","","6622Z","38873615900012","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","8 PLACE LIBERATION","93190","LIVRY GARGAN","0143323161","","","6622Z","38873615900046","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","169 AVENUE JEAN LOLIVE","93500","PANTIN","0141831919","","","6622Z","38873615900038","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","BAT B","11 PLACE GASTON BUSSIERE","93270","SEVRAN","0149361100","","","6622Z","38873615900020","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE UNIE","","180 GRANDE RUE","93250","VILLEMOMBLE","0148942222","","","6622Z","38873615900111","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES & COURTAGES","","74 AVENUE JOFFRE","93800","EPINAY SUR SEINE","0180893065","","","6622Z","80139984100023","Inconnu","","ZINBI KARIMA","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSURANCES GEROCA","","116 AVENUE JEAN JAURES","93700","DRANCY","0148306455","","","6622Z","32542352300035","1 à 2","","GERO RAOUL","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES VISION SANTE","","8 AVENUE HENRI BARBUSSE","93000","BOBIGNY","0157145863","","","6622Z","53740899900028","1 à 2","info@assurances-vision-sante.fr","MAYMON JEAN-LUC","COURTIERS D'ASSURANCES","","","",""
"ASSURE&CO","","16 PLACE MAURICE NILES","93700","DRANCY","0980724609","","","6622Z","88959975900012","Inconnu","","KHAFFANE MOSTAFA","COURTIERS D'ASSURANCES","","","",""
"ASSUREO","","40 AVENUE BOBIGNY","93130","NOISY LE SEC","0149156001","","","7010Z","40484379900036","Inconnu","","","COURTIERS D'ASSURANCES","","","",""
"ASSURIUM COURTAGE","","2 AVENUE PRINCES","93460","GOURNAY SUR MARNE","0607780834","","","8559A","44326416300066","0","","VAILLANT STEPHANE","COURTIERS D'ASSURANCES","","","",""
"ASSURVET","","173 RUE PARIS","93260","LES LILAS","0149726990","","","6622Z","44088734700019","1 à 2","","BENICHOU JEAN-JACQUES","COURTIERS D'ASSURANCES","","","",""
"AXA","","67 ALLEE ROBERT ESTIENNE","93320","LES PAVILLONS SOUS BOIS","0680025831","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"AXA DI STEFANO NICOLAS AGENT GENERAL","","192 RUE JEAN JAURES","93230","ROMAINVILLE","","","0148708858","","0","","","","COURTIERS D'ASSURANCES","","","",""
"BATEKE JEAN BERTRAND","","1 RUE PAUL ET ARMAND FUMOUZE","93450","L'ILE ST DENIS","0624651196","",""," 6629","33432986900062","0","jean-bertand.bateke@laposte.net","BATEKE JEAN-BERTRAND","COURTIERS D'ASSURANCES","","","",""
"BG ASSURANCES","","26 RUE COLONEL FABIEN","93700","DRANCY","0628960430","","","6622Z","53935156900014","Inconnu","","BG ASSURANCES","COURTIERS D'ASSURANCES","","","",""
"BG CONSULTANTS","","91 BOULEVARD MAXIME GORKI","93240","STAINS","0825801150","","","6820B","39773090400018","Inconnu","","ATTIA GEORGES","COURTIERS D'ASSURANCES","","","",""
"BH COURTAGE ASSURANCES ET FINANCEMENT","","120 AVENUE DIVISION LECLERC","93350","LE BOURGET","0148114530","","","6622Z","89775924700017","Inconnu","","BENAMROUCHE YASSINE","COURTIERS D'ASSURANCES","","","",""
"BHK ASSURANCES","","56 BOULEVARD ROUGET DE LISLE","93100","MONTREUIL","0148580368","","","6622Z","40320341700049","1 à 2","","TRZYNA ANNICK","COURTIERS D'ASSURANCES","","","",""
"BLANCHARD SYLVIE","","48 ALLEE BALZAC","93320","LES PAVILLONS SOUS BOIS","0607425641","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"BOUABBANE IMANE","","11 Ter RUE PAUL VAILLANT COUTURIER","93360","NEUILLY PLAISANCE","0651964136","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"C C A A","","56 AVENUE PRES ROOSEVELT","93300","AUBERVILLIERS","0143526153","","0148475726","6622Z","38989245600051","1 à 2","","ALVES AMAVEL","COURTIERS D'ASSURANCES","","","",""
"CABINET ABED ASSURANCES","","107 AVENUE ANATOLE FRANCE","93600","AULNAY SOUS BOIS","0614829249","","","6622Z","50857195700010","Inconnu","","ABED AMIN","COURTIERS D'ASSURANCES","","","",""
"CABINET NICOLE LEGER ASSURANCES","","23 RUE REPUBLIQUE","93160","NOISY LE GRAND","0954797001","","","6622Z","30708001000027","0","","LEGER NICOLE","COURTIERS D'ASSURANCES","","","",""
"CADOXA","","17 RUE MONTGOLFIER","93250","VILLEMOMBLE","0148553325","","","6622Z","38829081900035","Inconnu","","CAMILLERI JOSEPH","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"CAPVIE","","9 Bis AVENUE GEN LECLERC","93250","VILLEMOMBLE","0148558835","","","6622Z","48306944900021","0","","JOUSLIN DE PISSELOUP DE NORAY AYMERIC","COURTIERS D'ASSURANCES","","","",""
"CGA ASSURANCE","","113 AVENUE DIVISION LECLERC","93700","DRANCY","0148404189","","","6622Z","81495064800026","Inconnu","info@cga-assurance.fr","KESKIN ELISE","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"CGC COURTAGE GESTION CONSEIL","","430 VOIE COURTINE","93160","NOISY LE GRAND","0158844897","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"CIPRET COURTAGE ASSURANCE","","44 AVENUE CAPIT GLARNER","93400","ST OUEN","0183901414","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"CLIKASSU","","59 AVENUE JOFFRE","93800","EPINAY SUR SEINE","0180894858","","","6622Z","83040180800019","Inconnu","","SAMB YOUSSOU","COURTIERS D'ASSURANCES","","","",""
"COGIMMO FRANCE ASSUR","","23 Bis RUE LAVOISIER","93110","ROSNY SOUS BOIS","0612775090","","","6622Z","48244601000027","0","","COGGIA BERNARD-JEROME","COURTIERS D'ASSURANCES","","","",""
"DE NOBLET ASSURANCES","","14 PLACE CHARLES DE GAULLE","93260","LES LILAS","0148435540","","","6622Z","38118465400022","1 à 2","","DE NOBLET D  ANGLURE GONZAGUE","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES",""
"DENOVAN CONSEIL","","2 RUE BOIS","93160","NOISY LE GRAND","0143056249","","0143033293","6622Z","44989210800043","1 à 2","","NOEL-GURHEM JIMMY","COURTIERS D'ASSURANCES","","","",""
"DIASPO ASSUR","","4 RUE RENNES","93800","EPINAY SUR SEINE","0777709102","","","6622Z","83287459800010","0","","YIMGA KEUNANG LESLIE","COURTIERS D'ASSURANCES","","","",""
"EMA ASSURANCES","","51 AVENUE ARISTIDE BRIAND","93320","LES PAVILLONS SOUS BOIS","0952044819","","","6622Z","7910535310003","Inconnu","infos@ema-assurances.com","","COURTIERS D'ASSURANCES","","","",""
"ETRE ASSURE","","40 RUE JEAN JAURES","93170","BAGNOLET","0170828858","","","6622Z","81536458300022","0","","MEDDAHI TARIK","COURTIERS D'ASSURANCES","","","",""
"EURO ASSURANCE","","42 AVENUE JEAN LOLIVE","93500","PANTIN","0149157400","","","6622Z","32150204900174","250 à 499","","VERSPIEREN PIERRE-ANTHONY","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"FRANCE ASSURANCE","","60 RUE PARIS","93380","PIERREFITTE SUR SEINE","0985107207","","","6622Z","87794444700011","Inconnu","","ANSAR ABBAS","COURTIERS D'ASSURANCES","","","",""
"GAMMA CONSEIL","","27 RUE SERG BOBILLOT","93100","MONTREUIL","0148971019","","","6622Z","48244711700037","1 à 2","","FERCHICHI MOHAMED","COURTIERS D'ASSURANCES","","","",""
"GESCO SA","","29 RUE ANATOLE FRANCE","93120","LA COURNEUVE","0148376868","","","6622Z","38010165900023","3 à 5","","SALVATOR MAURICE","COURTIERS D'ASSURANCES","","","",""
"GESTINEO","","15 RUE LANDY","93200","ST DENIS","0149644500","","","6622Z","53364369800012","3 à 5","contact.gestido@gestineo.com","","COURTIERS D'ASSURANCES","","","",""
"GRAS SAVOYE GS","IMMEUBLE MAILLE NORD","1 AVENUE MONTAIGNE","93160","NOISY LE GRAND","0145927000","","","6622Z","31124863700978","Inconnu","","PULLUM ANNE","COURTIERS D'ASSURANCES","","","",""
"GUIDE MUTUELLE SOLUTIONS","","62 RUE LOUIS AMPERE","93330","NEUILLY SUR MARNE","0175630154","","","6622Z","51156986500021","3 à 5","","DOS SANTOS PINHO GUSTAVO","COURTIERS D'ASSURANCES","","","",""
"HOMELAND GUARANTY","","6 RUE ALPHONSE LEYDIER","93230","ROMAINVILLE","0614235829","","","6622Z","80802617300019","Inconnu","","LIGUE HORTENSE","COURTIERS D'ASSURANCES","","","",""
"ILEF ASSURANCES","","12 RUE SADI CARNOT","93170","BAGNOLET","0143631193","","","6622Z","44157272400033","1 à 2","","AZOUZ KARIM","COURTIERS D'ASSURANCES","","","",""
"INSURANCE CONSULTING NATIONAL","BAT A","123 AVENUE JEAN JAURES","93320","LES PAVILLONS SOUS BOIS","0155890555","","","6622Z","42009490600021","3 à 5","","HOLLO JEAN","COURTIERS D'ASSURANCES","","","",""
"J C M ASSURANCES","CC CROIX DE CHAVAUX","6 BOULEVARD CHANZY","93100","MONTREUIL","0148180092","","0148187254","6622Z","40302154600037","3 à 5","egea@wanadoo.fr","HABIGAND JEAN-SEBASTIEN","COURTIERS D'ASSURANCES","","","",""
"JADIS SA","","71 AVENUE RESISTANCE","93340","LE RAINCY","0143027209","","0143020034","6622Z","44060705900019","6 à 9","","JADIS JEROME","COURTIERS D'ASSURANCES","","","",""
"KOONSULTING","","12 RUE ANSELME","93400","ST OUEN","0184602369","","","6622Z","85005684700013","Inconnu","","BOITARD BRUNO","COURTIERS D'ASSURANCES","","","",""
"LA CENTRALE D'ASUSSANCES","","10 Bis AVENUE LIVRY","93340","LE RAINCY","0141540803","","","6622Z","89161401800010","Inconnu","","ABDMEZIEM FARID","COURTIERS D'ASSURANCES","","","",""
"LAFERRIERE ASSURANCES  CHEIKH IBRA GUEYE","","95 RUE PIERRE SEMARD","93000","BOBIGNY","0148307129","","","6622Z","82832834400027","Inconnu","","KHAN SHAZIA","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"LE CLOS MONTAIGNE CONSEIL","","11 RUE PASTEUR","93360","NEUILLY PLAISANCE","0143003544","","","6622Z","81744828500012","Inconnu","","THORAL MICHEL","COURTIERS D'ASSURANCES","","","",""
"LEADER ASSURANCE","","14 AVENUE GARE","93420","VILLEPINTE","0148606980","","","6622Z","42173428600071","1 à 2","leader.villepinte@leader-assurances.eu","","COURTIERS D'ASSURANCES","","","",""
"LES ASSURANCES DE PARIS","","26 BOULEVARD MARCEL SEMBAT","93200","ST DENIS","0148207575","","0170248347","6622Z","85086563500013","Inconnu","","KUCUKOGLU JEAN-MICHEL","COURTIERS D'ASSURANCES","","","",""
"LHOTEL ASSUR","","8 RUE JULES FERRY","93430","VILLETANEUSE","0148226753","","","6622Z","41501305100016","1 à 2","","PONSOT NELLY","COURTIERS D'ASSURANCES","","","",""
"LOYAL ASSURANCE COURTIER CONSEIL","","9 RUE EGLISE","93800","EPINAY SUR SEINE","0652494095","","","6622Z","88291770100014","Inconnu","","MAMAN ARIEL","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","","",""
"M S ASSURANCE ET FINANCE","","88 AVENUE JEAN JAURES","93500","PANTIN","0143520000","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"MAXANCE ASSURANCES","","6 RUE GRACCHUS BABOEUF","93130","NOISY LE SEC","0149153300","","0149151980","6622Z","43915844500015","Inconnu","maxance@maxance.com","","COURTIERS D'ASSURANCES","","","",""
"MD PRO ASSURANCES","","28 AVENUE GABRIEL PERI","93160","NOISY LE GRAND","0141840021","","","6622Z","81744828500012","Inconnu","","THORAL MICHEL","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"MEILLEURTAUXCOM","","48 AVENUE ANATOLE FRANCE","93600","AULNAY SOUS BOIS","0148192929","","","6619B","82286617400011","1 à 2","","NGUON POUN","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"MME ASSURANCES","","98 RUE BONDY","93250","VILLEMOMBLE","0141447121","","","6619B","87873008400018","Inconnu","","NOVAKOVIC MARIYANA","COURTIERS D'ASSURANCES","","","",""
"NAZARALY NAVROZALY","","64 AVENUE CHARLES FLOQUET","93150","LE BLANC MESNIL","0148651631","","","6622Z","82780536700014","0","","NASSOR GOULROZE","COURTIERS D'ASSURANCES","","","",""
"NCGK","","7 AVENUE PAUL LANGEVIN","93100","MONTREUIL","0148515008","","","6622Z","48244711700037","1 à 2","","FERCHICHI MOHAMED","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"NOOR ASSURANCES","","4 RUE PARIS","93380","PIERREFITTE SUR SEINE","0647876853","","","6622Z","82832834400027","Inconnu","","KHAN SHAZIA","COURTIERS D'ASSURANCES","","","",""
"NOUSASSURONS PHILIPPE GILLET COURTIERS","","95 AVENUE PRES WILSON","93100","MONTREUIL","0658844216","","","9002Z","42211864600047","Inconnu","","ASS GOSPEL TIME PRODUCTIONS","COURTIERS D'ASSURANCES","","","",""
"ORIANE ASSURANCE SARL","","104 RUE MEAUX","93410","VAUJOURS","0149638724","","","6622Z","52360764600016","1 à 2","c.michot@sti-com.fr","MICHOT CEDRIC","COURTIERS D'ASSURANCES","","","",""
"PAK ASSURANCES","","96 AVENUE PAUL VAILLANT COUTURIER","93120","LA COURNEUVE","0769214737","","","6622Z","80495692800019","Inconnu","","NAEEM MOHAMMAD","COURTIERS D'ASSURANCES","","","",""
"PELICAN IARD ASSURANCE","","5 AVENUE OUTREBON","93250","VILLEMOMBLE","0182023036","","","6622Z","75082695000016","Inconnu","","ZRIBI MICKAEL","COURTIERS D'ASSURANCES","","","",""
"PLURIEL ASSURANCES","","71 AVENUE JEAN LOLIVE","93500","PANTIN","0148454545","","","6622Z","43285901500021","3 à 5","","CHOUKROUN DAVID","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"PREMAVALS","","17 RUE UNIVERSITE","93160","NOISY LE GRAND","0143054360","","","6622Z","43123521700061","Inconnu","","LAIGLE JEAN","COURTIERS D'ASSURANCES","","","",""
"PROACTIF ASSURANCES","","46 AVENUE VICTOR HUGO","93320","LES PAVILLONS SOUS BOIS","0148503484","","","6622Z","79963715200015","0","","BOUHOUTE NIZARE","COURTIERS D'ASSURANCES","","","",""
"PROSSUR","","35 ALLEE IMPRESSIONNISTES","93420","VILLEPINTE","0170868490","","","6622Z","81520506700029","Inconnu","","SEDDAR RACHID","COURTIERS D'ASSURANCES","","","",""
"PROXI ASSURANCE","","33 RUE STRASBOURG","93200","ST DENIS","0183747218","","0974442018","6622Z","52364256900025","0","","ABNERT ISMAEL","COURTIERS D'ASSURANCES","","","",""
"RD ASSURANCE","","10 BOULEVARD GUTENBERG","93190","LIVRY GARGAN","0143094601","","","6622Z","83148044700026","Inconnu","assurancerd@gmail.com","VASII DANIELA","COURTIERS D'ASSURANCES","","","",""
"REVOLYS ASSURANCE","","93 BOULEVARD AULNAY","93250","VILLEMOMBLE","0669591718","","","6622Z","83082014800013","0","","BENHAMOU CHLOMO","COURTIERS D'ASSURANCES","","","",""
"RODASSUR ASSURANCES","","20 RUE LANNE","93200","ST DENIS","0148090404","","","6622Z","45071458900014","3 à 5","","PIRES MARIE","COURTIERS D'ASSURANCES","","","",""
"S 2 A ASSURANCES","","18 BOULEVARD MAR FOCH","93160","NOISY LE GRAND","0143054972","","","6622Z","53981218000021","1 à 2","","CHAUVET ALEXANDRE","COURTIERS D'ASSURANCES","","","",""
"SANTA MARIA ESPACES COURTAGE ASSURANCES","","90 AVENUE DIVISION LECLERC","93350","LE BOURGET","0141699291","","","6622Z","75175085200012","1 à 2","","SABRA MAGED","COURTIERS D'ASSURANCES","","","",""
"SERGE NOEL BRULE","","48 ALLEE BALZAC","93320","LES PAVILLONS SOUS BOIS","0148480350","0663720350","","6622Z","39754544300012","0","","BRULE SERGE NOEL PIERRE JEAN","COURTIERS D'ASSURANCES","","","",""
"SICCAP","","3 PLACE HENRI BARBUSSE","93290","TREMBLAY EN FRANCE","","","0148601994","6622Z","38436452700042","1 à 2","","PARIS ERIC NICOLAS LOUIS","COURTIERS D'ASSURANCES","","","",""
"SOCIETE DE COURTAGE 2 ASSOCIES","","63 AVENUE JEAN LOLIVE","93500","PANTIN","0148101464","","","5610C","88017240800010","Inconnu","","MOLLA ABDUL","COURTIERS D'ASSURANCES","RESTAURANTS","","",""
"SODEJE ASSURANCES","","31 RUE MARCEL DUTHET","93600","AULNAY SOUS BOIS","0143515152","","","7010Z","53019226900013","1 à 2","contact@sodeje.fr","LORENZONE JESSICA","COURTIERS D'ASSURANCES","","","",""
"SOFINEV COURTAGE","","104 AVENUE RESISTANCE","93100","MONTREUIL","0157422508","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"SOSAVANH ESTELLE","","13 RUE BEL AIR","93240","STAINS","0778813172","","0958772403","9329Z","90454599300019","Inconnu","","SOSAVANH VALENTIN","COURTIERS D'ASSURANCES","","","",""
"UB ASSURANCES","","1 RUE DIEUMEGARD","93400","ST OUEN","0147877050","","","6622Z","81539477000029","1 à 2","","SOAVE SANDRA","COURTIERS D'ASSURANCES","","","",""
"UVASSUR  ASSURANCE AUTO, MUTUELLE, DECENNALE,","","107 RUE DOCT BAUER","93400","ST OUEN","0140116843","","","6622Z","79473969800015","1 à 2","","URSACHI SORINA","COURTIERS D'ASSURANCES","","","",""
"VERSPIEREN","","15 RUE LANDY","93200","ST DENIS","0149641064","","","6622Z","32150204900174","250 à 499","","VERSPIEREN PIERRE-ANTHONY","COURTIERS D'ASSURANCES","","","",""
"VERT ASSUR","","77 AVENUE HENRI BARBUSSE","93700","DRANCY","0182303548","","","6622Z","84137465500014","Inconnu","drancy@vertassur.fr","KABICHE SAMY","COURTIERS D'ASSURANCES","","","",""
"VITALYS ASSURANCES","","78 RUE JEAN JAURES","93130","NOISY LE SEC","0175470562","","0971704842","6622Z","80030481800035","Inconnu","","ZOUITEN ZOHRA","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"YMANCI CREDIT","","1 PLACE GEN LECLERC","93600","AULNAY SOUS BOIS","0148190740","","","6622Z","38873615900038","1 à 2","","LEHOUSSINE KARIM","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","",""
"AB CONNECT ASSURANCES","","16 BOULEVARD ALLIES","94600","CHOISY LE ROI","0184237103","","0184237104","6622Z","83107937100017","Inconnu","","BOUKHOUF AMAR","COURTIERS D'ASSURANCES","","","",""
"ABLON PREVOYANCE","","12 AVENUE REINE ASTRID","94480","ABLON SUR SEINE","0145974435","","","6622Z","48830350400010","1 à 2","","PETTIROSSI IORIS","COURTIERS D'ASSURANCES","","","",""
"ACCES ASSURANCE","","12 AVENUE GAMBETTA","94600","CHOISY LE ROI","0148525046","","","6622Z","75195322500164","Inconnu","","OULD AMEZIANE YOUCEF","COURTIERS D'ASSURANCES","","","",""
"ADP ASSURANCES","","6 RUE PAUL BERT","94130","NOGENT SUR MARNE","0647880222","","","8299Z","80793053200013","Inconnu","","DENOUAL JEAN","COURTIERS D'ASSURANCES","","","",""
"AFER EPARGNE ACTUELLE CORRESPONDANT","","168 Bis AVENUE PARIS","94300","VINCENNES","0179517979","","0153696009","6622Z","75172607600142","1 à 2","","SULTAN ARNAUD","COURTIERS D'ASSURANCES","","","",""
"AG CONSEIL AGC","","7 ALLEE ROLAND GARROS","94550","CHEVILLY LARUE","0147404505","","","6622Z","45000542600025","3 à 5","","GOLLAIN ALEXIS","COURTIERS D'ASSURANCES","","","",""
"ALBI FRANCE ASSURANCES","","119 RUE GEN LECLERC","94000","CRETEIL","0148994185","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"ALCA CONSEIL","","46 AVENUE GUY MOQUET","94400","VITRY SUR SEINE","0147181515","","","6622Z","45018905500020","Inconnu","","ATIMI ABDERRAHMANE","COURTIERS D'ASSURANCES","","","",""
"ALLOUCHE JULIEN","","133 QUAI PIE","94100","ST MAUR DES FOSSES","0141952763","","","6622Z","82360972200025","Inconnu","assurances@cabinetallouche.fr","ALLOUCHE JULIEN","COURTIERS D'ASSURANCES","","","",""
"ANDREE MALISSEIN ASSURANCES","","42 QUAI ARGONNE","94170","LE PERREUX SUR MARNE","0148723462","","","6820A","44855190300017","Inconnu","","MALISSEIN ANDREE","COURTIERS D'ASSURANCES","","","",""
"APARTE COURTAGE","","3 AVENUE REPUBLIQUE","94190","VILLENEUVE ST GEORGES","0145105915","","","6622Z","45144952400011","Inconnu","","BERNIER STEPHANE","COURTIERS D'ASSURANCES","","","",""
"APS CONSEIL","","2 RUE HENRI DUNANT","94500","CHAMPIGNY SUR MARNE","0611330991","","","6622Z","78875822500015","Inconnu","","LEMASSON MARC","COURTIERS D'ASSURANCES","","","",""
"ARTEMIS COURTAGE","","5 RUE AM COURBET","94160","ST MANDE","0149579170","","","6619B","51244428200036","Inconnu","","SAUBESTRE XAVIER","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","",""
"ASSU 2000","","156 RUE VAILLANT COUTURIER","94140","ALFORTVILLE","0148104579","","","6622Z","30536216200904","250 à 499","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000","","67 AVENUE ARISTIDE BRIAND","94110","ARCUEIL","0148104506","","","6622Z","30536216203080","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
