"Siren";"Siret";"Raison sociale";"Nature établissement";"Adresse normée ligne 1";"Adresse normée ligne 2";"Adresse normée ligne 3";"Adresse normée ligne 4";"Adresse normée ligne 5";"Adresse normée ligne 6";"Code commune";"Ville";"Code postal";"Département";"Code département";"Région";"Code région";"Forme juridique";"Libellé activité";"Code activité";"Métier";"Date de création";"Civilité dirigeant principal";"Nom dirigeant principal";"Prénom dirigeant principal";"Fonction dirigeant principal";"Tranche Effectif INSEE";"Tranche Effectif établissement";"Mot-clé 1";"Mot-clé 2";"Mot-clé 3";"Mot-clé 4";"Mot-clé 5";"Mot-clé 6";"Mot-clé 7";"Mot-clé 8";"Mot-clé 9";"Mot-clé 10";"Capital social";"Entreprise exportatrice";"CA réalisé à l'export";"Part du CA réalisé à l'export";"Téléphone";"Fax";"Nom de marque 1";"Classes de marque 1";"Nom de marque 2";"Classes de marque 2";"Nom de marque 3";"Classes de marque 3";"Nom de marque 4";"Classes de marque 4";"Nom de marque 5";"Classes de marque 5";"E-Commerce";"Site Web";"Facebook";"Twitter";"LinkedIn";"Email";"Score";"Type de procédure";"Date d'entrée en procédure";"Chiffre d'affaires"
"501365464";"50136546400012";"TERRE DE FRANCE ET D AILLEURS";"siège";"TERRE DE FRANCE ET D AILLEURS";"TERRE DE FRANCE ET D AILLEURS";"";"2 RUE TIQUETONNE";"";"75002 PARIS 2";"75102";"PARIS 2";"75002";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/2008";"M.";"VERMOT";"Simon";"Gérant";"Unités non employeuses";"Unités non employeuses";"terrer";"cacophonie";"dune";"ancien";"bilan";"philosophie";"li";"affirmer";"voyageur";"dinosaure";"10000";"NON";"";"";"0142334949";"";"";"";"";"";"";"";"";"";"";"";"";"voyagesterredefrance.com";"";"";"";"";"14";"";"";"1526296"
"501474084";"50147408400024";"PANGAEA VOYAGES";"siège";"PANGAEA VOYAGES";"PANGAEA VOYAGES";"TECHNOSUD II";"101 RUE PIERRE SEMARD";"";"92320 CHATILLON";"92020";"CHATILLON";"92320";"HAUTS-DE-SEINE";"92";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/2007";"Mme";"FOURNIER";"Sandrine";"Gérant";"3 à 5";"3 à 5";"voyager";"circuit";"assurance";"envier";"click";"destination";"vaccination";"orient";"rugby";"inde";"30000";"NON";"";"";"0175432080";"";"";"";"";"";"";"";"";"";"";"";"";"pangaea-voyages.fr";"http://www.facebook.com/pangaeasports";"";"";"";"10";"";"";"2288191"
"501558373";"50155837300046";"INNOVATION VOYAGES";"siège";"INNOVATION VOYAGES";"INNOVATION VOYAGES";"";"4 RUE ABBE SALVETTI";"";"06300 NICE";"06088";"NICE";"06300";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"12/2007";"Mme";"BESIO";"Alessandra";"Gérant";"Unités non employeuses";"";"voyager";"innovation";"tour";"";"";"";"";"";"";"";"10000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"innovation-voyages.com";"https://www.facebook.com/Innovation-Voyages-Nice-479328238900718/";"http://www.twitter.com/innovationvoyag";"";"alessandra.besio@innovation-voyages.com";"15";"";"";"1304300"
"502313653";"50231365300029";"BEMEX TOURS";"siège";"BEMEX TOURS";"CROATIE DESTINATION";"";"5 RUE DU CHEVALIER DE ST GEORGE";"";"75008 PARIS 8";"75108";"PARIS 8";"75008";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/2008";"M.";"CONDAC";"JEROME";"Gérant";"0";"0";"circuit";"mesurer";"voyager";"destination";"devis";"transport";"chevalier";"luxer";"";"";"18350";"NON";"";"";"0146084040";"";"";"";"";"";"";"";"";"";"";"";"";"bemextours.com";"https://www.facebook.com/Bemextours/";"";"";"";"9";"";"";"1160453"
"502436942";"50243694200036";"UVET FRANCE";"établissement";"UVET FRANCE";"";"PERICENTRE IV";"147 RUE DE LA DELIVRANDE";"";"14000 CAEN";"14118";"CAEN";"14000";"CALVADOS";"14";"NORMANDIE";"28";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"05/2008";"M.";"PATANE";"Luca, Pietro, Guido";"Président";"50 à 99";"6 à 9";"agences";"assurances";"cabinet";"chauffeur";"mythe";"navette";"observatoire";"passeport";"secret";"serveur";"3200000";"NON";"";"";"0231062480";"";"AVEXIA CONSEIL";"[35, 39, 42]";"";"";"";"";"";"";"";"";"";"http://www.avexia.fr/";"http://www.facebook.com/pages/Avexia-Voyages/525974844082141";"http://www.twitter.com/avexiavoyages";"";"";"15";"";"";"2205912"
"502436942";"50243694200184";"UVET FRANCE";"établissement";"UVET FRANCE";"";"TELEPORT I - BATIMENT AROBASE III";"AV DU FUTUROSCOPE";"";"86360 CHASSENEUIL-DU-POITOU";"86062";"CHASSENEUIL-DU-POITOU";"86360";"VIENNE";"86";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"05/2008";"M.";"PATANE";"Luca, Pietro, Guido";"Président";"50 à 99";"6 à 9";"agences";"assurances";"cabinet";"chauffeur";"mythe";"navette";"observatoire";"passeport";"secret";"serveur";"3200000";"NON";"";"";"";"";"AVEXIA CONSEIL";"[35, 39, 42]";"";"";"";"";"";"";"";"";"";"http://www.avexia.fr/";"http://www.facebook.com/pages/Avexia-Voyages/525974844082141";"http://www.twitter.com/avexiavoyages";"";"";"15";"";"";"2205912"
"502569932";"50256993200028";"MAURI";"siège";"MAURI";"DECOUVERTE VOYAGES";"";"12 PL DU GRAND MARTROY";"";"95300 PONTOISE";"95500";"PONTOISE";"95300";"VAL-D'OISE";"95";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/2008";"Mme";"BOCHARD";"Isabelle";"Président";"1 ou 2";"1 ou 2";"abbaye";"attractions";"autocar";"avion";"bateau";"boissons";"brochure";"carnet";"circuits";"destination";"10000";"OUI";"185499";"18.452 %";"0130380606";"";"";"";"";"";"";"";"";"";"";"";"";"decouvertevoyages.com";"";"";"";"groupes@decouvertevoyages.com";"14";"";"";"1005304"
"503212235";"50321223500017";"DESIRS 2 REVES.COM";"établissement";"DESIRS 2 REVES.COM";"DESIRS 2 REVES.COM";"";"6 RUE SIMONE SIGNORET";"";"33160 SAINT-MEDARD-EN-JALLES";"33449";"SAINT-MEDARD-EN-JALLES";"33160";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/2008";"Mme";"LABORDE-TURON";"Christine";"Président";"10 à 19";"";"aventurer";"palais";"colonial";"sud";"terrer";"balte";"inde";"lao";"mesurer";"agencer";"40000";"OUI";"1755";"0.032 %";"0556185559";"";"Voyage Médical Santé";"[39, 43]";"HEXAVIS";"[39, 41, 43]";"";"";"";"";"";"";"";"desirs2reves.com";"https://www.facebook.com/pages/Désirs2rêves/102981656457618";"https://twitter.com/Desirs2Reves";"";"lbordas@desirs2reves.com";"17";"";"";"5553029"
"503212235";"50321223500033";"DESIRS 2 REVES.COM";"siège";"DESIRS 2 REVES.COM";"DESIRS DE REVES.COM";"";"129 AV DE CAPEYRON";"";"33160 SAINT-MEDARD-EN-JALLES";"33449";"SAINT-MEDARD-EN-JALLES";"33160";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/2008";"Mme";"LABORDE-TURON";"Christine";"Président";"10 à 19";"10 à 19";"aventurer";"palais";"colonial";"sud";"terrer";"balte";"inde";"lao";"mesurer";"agencer";"40000";"OUI";"1755";"0.032 %";"0556457575";"";"Voyage Médical Santé";"[39, 43]";"HEXAVIS";"[39, 41, 43]";"";"";"";"";"";"";"";"desirs2reves.com";"https://www.facebook.com/pages/Désirs2rêves/102981656457618";"https://twitter.com/Desirs2Reves";"";"";"17";"";"";"5553029"
"503212235";"50321223500058";"DESIRS 2 REVES.COM";"établissement";"DESIRS 2 REVES.COM";"DESIRS 2 REVES.COM";"";"2 AV HENRI SEGUIN";"";"33680 LACANAU";"33214";"LACANAU";"33680";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"03/2008";"Mme";"LABORDE-TURON";"Christine";"Président";"10 à 19";"";"aventurer";"palais";"colonial";"sud";"terrer";"balte";"inde";"lao";"mesurer";"agencer";"40000";"OUI";"1755";"0.032 %";"";"";"Voyage Médical Santé";"[39, 43]";"HEXAVIS";"[39, 41, 43]";"";"";"";"";"";"";"";"desirs2reves.com";"https://www.facebook.com/pages/Désirs2rêves/102981656457618";"https://twitter.com/Desirs2Reves";"";"";"17";"";"";"5553029"
"503471112";"50347111200014";"ALIZOA VOYAGES";"siège";"ALIZOA VOYAGES";"";"RESIDENCE PERLE DES ROCHES";"2 RUE DU PORT";"";"97434 SAINT-PAUL";"974415";"SAINT-PAUL";"97434";"LA REUNION";"974";"LA REUNION";"04";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"04/2008";"M.";"DE BIASI";"Patrick";"Gérant";"3 à 5";"3 à 5";"annulation";"assurances";"atout";"avion";"bains";"billets";"bulletin";"compagnie";"embarquement";"nuits";"300000";"NON";"";"";"";"";"ALIZOA voyages Saint-Gilles-les-bains";"[39]";"";"";"";"";"";"";"";"";"";"http://www.alizoavoyages.com/";"http://www.facebook.com/alizoavoyages";"";"";"alizoavoyages@alizoavoyages.com";"13";"";"";"2455584"
"503471112";"50347111200022";"ALIZOA VOYAGES";"établissement";"ALIZOA VOYAGES";"";"ST GILLES LES BAINS";"4 RUE DU PORT";"";"97434 SAINT-PAUL";"974415";"SAINT-PAUL";"97434";"LA REUNION";"974";"LA REUNION";"04";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"04/2008";"M.";"DE BIASI";"Patrick";"Gérant";"3 à 5";"";"annulation";"assurances";"atout";"avion";"bains";"billets";"bulletin";"compagnie";"embarquement";"nuits";"300000";"NON";"";"";"";"";"ALIZOA voyages Saint-Gilles-les-bains";"[39]";"";"";"";"";"";"";"";"";"";"http://www.alizoavoyages.com/";"http://www.facebook.com/alizoavoyages";"";"";"";"13";"";"";"2455584"
"503813800";"50381380000011";"ATLANTIS";"siège";"ATLANTIS";"ATLANTIS VOYAGES";"COCOYER - CHEZ MR DEBLACIAT";"RTE DE MARE A BWE";"";"97190 LE GOSIER";"971113";"LE GOSIER";"97190";"GUADELOUPE";"971";"GUADELOUPE";"01";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"06/2008";"M.";"DEBLACIAT";"Jean-Pierre";"Gérant";"1 ou 2";"1 ou 2";"albums";"animal";"annulation";"bagage";"cabine";"circuits";"franchise";"langue";"noces";"vols";"7623";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.atlantisvoyages-gp.fr/";"http://www.facebook.com/AtlantisVoyagesGuadeloupe";"";"";"";"10";"";"";"1708061"
"504214347";"50421434700016";"FRANCE OUTDOORS";"siège";"FRANCE OUTDOORS";"";"";"LE VILLAGE";"";"05190 BREZIERS";"05022";"BREZIERS";"05190";"HAUTES-ALPES";"05";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"05/2008";"Mme";"LAMY DE LA CHAPELLE";"Florence Magali Fanny";"Gérant";"1 ou 2";"1 ou 2";"canyon";"clubs";"cols";"marathon";"mare";"sauna";"tours";"village";"villas";"yoga";"6000";"NON";"";"";"0492469721";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.franceoutdoors.com/";"http://www.facebook.com/pages/France-Outdoors/123426184496003";"";"";"contact@franceoutdoors.com";"20";"";"";"1093456"
"504345596";"50434559600010";"PRO-VENCE";"siège";"PRO-VENCE";"";"";"7 CHE DE BRESSY";"";"13200 ARLES";"13004";"ARLES";"13200";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"06/2008";"Mme";"BLANC";"Mireille Marcelle";"Gérant";"1 ou 2";"1 ou 2";"pro";"bienvenue";"fax";"coter";"mesurer";"organiser";"cataloguer";"sud";"agencer";"riviera";"10000";"NON";"";"";"0490545116";"";"";"";"";"";"";"";"";"";"";"";"";"pro-vence.fr";"";"";"";"";"17";"";"";"1968160"
"504732983";"50473298300037";"ZEBRE & CO";"siège";"ZEBRE & CO";"ZEBRE - VACANCES VOYAGES ZEBRE";"14 QUARTIER";"LE BAS TAULET";"";"13330 PELISSANNE";"13069";"PELISSANNE";"13330";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"05/2008";"M.";"RAYMOND";"Olivier Rêné";"Président";"6 à 9";"6 à 9";"achats";"annulation";"assistance";"assurance";"brochures";"calendrier";"colonies";"compagnies";"conduite";"destination";"37000";"OUI";"361039";"15.265 %";"0490550803";"";"SPORTS AND ROOTS";"[39, 41]";"";"";"";"";"";"";"";"";"";"http://www.le-zebre.com/";"http://www.facebook.com/lesvacancesduzebre";"";"";"";"16";"";"";"2365116"
"504775305";"50477530500049";"ARIANE VOYAGES";"siège";"ARIANE VOYAGES";"CENTRE LOISIRS ET CULTUREL DE L'ARIANE";"";"1 RUE FERDINAND FLOCON";"";"75018 PARIS 18";"75118";"PARIS 18";"75018";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"06/2008";"M.";"Ghouiles";"Mohamed Zakari";"Gérant";"3 à 5";"3 à 5";"voyager";"forfait";"cher";"parisien";"court";"flocon";"agence";"placer";"luxer";"";"7500";"OUI";"1180894";"100.000 %";"0142230063";"";"";"";"";"";"";"";"";"";"";"";"";"partiralamecque.com";"https://www.facebook.com/partiralamecque/";"https://twitter.com/partiralamecque";"";"";"10";"";"";"1180894"
"507512762";"50751276200026";"FLANERIES AU BOUT DU MONDE";"siège";"FLANERIES AU BOUT DU MONDE";"TRAVELER IN THE WORLD";"";"20 RUE DU SENTIER";"";"75002 PARIS 2";"75102";"PARIS 2";"75002";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"07/2008";"M.";"Nicolas";"Regis";"Président";"1 ou 2";"1 ou 2";"";"";"";"";"";"";"";"";"";"";"15540";"OUI";"1742853";"99.640 %";"0142361910";"";"LONG COURRIERS LOW COST";"[39]";"";"";"";"";"";"";"";"";"";"http://www.travelerintheworld.fr/";"";"";"";"";"20";"";"";"1749148"
"507819019";"50781901900070";"TRAVEL EVASION";"établissement";"TRAVEL EVASION";"";"";"163 RUE DES ROSES";"";"77170 SERVON";"77450";"SERVON";"77170";"SEINE-ET-MARNE";"77";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"09/2008";"M.";"ABENIN";"Patrick";"Président";"10 à 19";"1 ou 2";"voyager";"vacance";"séjour";"agencer";"cher";"circuit";"french";"destination";"chypre";"beauvais";"100000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"travelevasion.fr";"http://www.facebook.com/TravelEvasionFR/";"http://twitter.com/TravelEvasionFR";"";"";"15";"";"";"3421644"
"507819019";"50781901900088";"TRAVEL EVASION";"siège";"TRAVEL EVASION";"";"";"9 RUE CROIX BARAGNON";"";"31000 TOULOUSE";"31555";"TOULOUSE";"31000";"HAUTE-GARONNE";"31";"OCCITANIE";"76";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"09/2008";"M.";"ABENIN";"Patrick";"Président";"10 à 19";"6 à 9";"voyager";"vacance";"séjour";"agencer";"cher";"circuit";"french";"destination";"chypre";"beauvais";"100000";"NON";"";"";"0561615984";"";"";"";"";"";"";"";"";"";"";"";"";"travelevasion.fr";"http://www.facebook.com/TravelEvasionFR/";"http://twitter.com/TravelEvasionFR";"";"";"15";"";"";"3421644"
"508198900";"50819890000013";"DESTI-NATIONS";"siège";"DESTI-NATIONS";"BONJOUR ROUMANIE";"";"BOIS CHOPPARD";"";"89270 VERMENTON";"89441";"VERMENTON";"89270";"YONNE";"89";"BOURGOGNE FRANCHE COMTE";"27";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"10/2008";"Mme";"BOUNON";"Brigitte Hélène";"Gérant";"1 ou 2";"1 ou 2";"scolaire";"thématique";"culturel";"agriculture";"ludique";"allemagne";"circuit";"mesurer";"voyager";"delta";"21000";"NON";"";"";"0175433781";"";"Caladeo";"[39, 41, 43]";"Caladeo";"[39, 41, 43]";"";"";"";"";"";"";"";"https://www.bonjour-roumanie.com";"https://www.facebook.com/destinations.voyage/";"";"";"office@desti-nations.com";"16";"";"";"2465751"
"508475274";"50847527400025";"ALEFA";"établissement";"ALEFA";"";"";"4 RUE DE LA MAIRIE";"";"73460 FRONTENEX";"73121";"FRONTENEX";"73460";"SAVOIE";"73";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/2008";"M.";"INVESTISSEMENTS ET PARTICIPATIONS";"";"Président";"6 à 9";"6 à 9";"esprit";"colonie";"voyager";"adolescent";"vacance";"brochure";"cellule";"orient";"inde";"sud";"10000";"NON";"";"";"0479312703";"";"";"";"";"";"";"";"";"";"";"";"";"sans-frontieres.fr";"http://www.facebook.com/pages/Sans-Frontieres/258474137141";"";"";"";"11";"";"";"8244604"
"508475274";"50847527400041";"ALEFA";"siège";"ALEFA";"SANS FRONTIERES";"";"33 AV D'ITALIE";"";"75013 PARIS 13";"75113";"PARIS 13";"75013";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"10/2008";"M.";"INVESTISSEMENTS ET PARTICIPATIONS";"";"Président";"6 à 9";"";"esprit";"colonie";"voyager";"adolescent";"vacance";"brochure";"cellule";"orient";"inde";"sud";"10000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sans-frontieres.fr";"http://www.facebook.com/pages/Sans-Frontieres/258474137141";"";"";"";"11";"";"";"8244604"
"509000899";"50900089900039";"TRAVELSPA";"siège";"TRAVELSPA";"";"";"330 RUE PASCAL DUVERGER";"";"13090 AIX-EN-PROVENCE";"13001";"AIX-EN-PROVENCE";"13090";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"11/2008";"M.";"GUALVISA";"";"Président";"10 à 19";"";"alpe";"thalasso";"spa";"curer";"séjour";"massage";"ile";"belgique";"suisse";"corser";"210000";"OUI";"571513";"9.199 %";"";"";"THALASSEO";"[39]";"";"";"";"";"";"";"";"";"";"serviceclient.thalasseo.com";"https://www.facebook.com/Thalasseo";"";"";"";"17";"";"";"6212855"
"509260220";"50926022000033";"I H T";"siège";"I H T";"";"";"61 RUE DE LA SABOTERIE";"";"37550 SAINT-AVERTIN";"37208";"SAINT-AVERTIN";"37550";"INDRE-ET-LOIRE";"37";"CENTRE VAL DE LOIRE";"24";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/2008";"M.";"BOULIANNE Martin";"Yves Martin";"Gérant";"6 à 9";"6 à 9";"arts";"baseball";"corrections";"jobs";"lions";"magazine";"menu";"opinion";"science";"sonar";"5000";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.nytimes.com/";"http://www.facebook.com/nytimeschinese";"http://www.twitter.com/KreezeeSports";"";"";"20";"";"";"2529189"
"509410841";"50941084100027";"MANA VOYAGES";"siège";"MANA VOYAGES";"";"";"4 RUE DES EQUEVILLONS";"";"39100 DOLE";"39198";"DOLE";"39100";"JURA";"39";"BOURGOGNE FRANCHE COMTE";"27";"Société à responsabilité limitée (sans autre indication)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"12/2008";"M.";"JACQUOT";"Olivier Louis Henri Gilbert";"Gérant";"3 à 5";"3 à 5";"";"";"";"";"";"";"";"";"";"";"8000";"NON";"";"";"0384818717";"";"";"";"";"";"";"";"";"";"";"";"";"mana-voyages.com";"https://www.facebook.com/MANAVOYAGES/";"https://twitter.com/MANAVOYAGES";"";"";"15";"";"";"1530078"
"510337967";"51033796700036";"SALSSABIL";"siège";"SALSSABIL";"EDEN VOYAGES";"";"95 AV JEAN JAURES";"";"69190 SAINT-FONS";"69199";"SAINT-FONS";"69190";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/2009";"M.";"BOUARFA";"Mohamed";"Gérant";"1 ou 2";"1 ou 2";"aigle";"calendrier";"compagnies";"panier";"";"";"";"";"";"";"15000";"OUI";"1168382";"100.000 %";"0478705536";"";"";"";"";"";"";"";"";"";"";"";"";"http://tlemcenvoyages.com/";"";"";"";"";"14";"";"";"1168382"
"510435423";"51043542300049";"EXCEPTION VOYAGE";"siège";"EXCEPTION VOYAGE";"";"";"50 RUE SCHOELCHER";"";"97215 RIVIERE-SALEE";"972221";"RIVIERE-SALEE";"97215";"MARTINIQUE";"972";"MARTINIQUE";"02";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/2009";"M.";"Bonifacie";"Samy Emile Henri";"Gérant";"6 à 9";"";"voyager";"villa";"vacance";"martin";"gosier";"agencer";"sketch";"luce";"diamant";"";"30000";"NON";"";"";"";"";"EXCEPTION VILLAS";"[36, 39, 43]";"";"";"";"";"";"";"";"";"";"antillesexception.com";"https://www.facebook.com/antillesexception";"https://twitter.com/antillesXCption";"";"contact@antillesexception.com";"15";"";"";"5085065"
"510435423";"51043542300056";"EXCEPTION VOYAGE";"établissement";"EXCEPTION VOYAGE";"ANTILLES EXCEPTION";"";"86 RUE LETHIERE";"";"97180 SAINTE-ANNE";"971128";"SAINTE-ANNE";"97180";"GUADELOUPE";"971";"GUADELOUPE";"01";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/2009";"M.";"Bonifacie";"Samy Emile Henri";"Gérant";"6 à 9";"";"voyager";"villa";"vacance";"martin";"gosier";"agencer";"sketch";"luce";"diamant";"";"30000";"NON";"";"";"";"";"EXCEPTION VILLAS";"[36, 39, 43]";"";"";"";"";"";"";"";"";"";"antillesexception.com";"https://www.facebook.com/antillesexception";"https://twitter.com/antillesXCption";"";"contact@antillesexception.com";"15";"";"";"5085065"
"510751837";"51075183700020";"MUNDI PARTNER";"siège";"MUNDI PARTNER";"MUNDI PARTNER";"LE TERTIA II POLE D'ACT. D'AIX EN PROV";"5 RUE CHARLES DUCHESNE";"";"13290 AIX EN PROVENCE CEDEX 3";"13001";"AIX-EN-PROVENCE";"13290";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/2009";"Mme";"FANNI";"Christine, Elisabeth, Catherine";"Président";"3 à 5";"3 à 5";"partner";"contacter";"affairer";"tourisme";"envier";"secteur";"email";"please";"";"";"15000";"OUI";"2337393";"75.313 %";"0413610295";"";"";"";"";"";"";"";"";"";"";"";"";"mundipartner.com";"";"";"";"";"17";"";"";"3103571"
"510883648";"51088364800014";"NURA VOYAGES";"siège";"NURA VOYAGES";"NURA VOYAGES";"";"7 RTE DE NIEDERHERGHEIM";"";"68420 HERRLISHEIM-PRES-COLMAR";"68134";"HERRLISHEIM-PRES-COLMAR";"68420";"HAUT-RHIN";"68";"GRAND EST";"44";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"02/2009";"Mme";"LIECHT";"Marie-Eve";"Gérant";"1 ou 2";"1 ou 2";"voyager";"imprimer";"groupe";"ci";"page";"naviguer";"paiement";"espacer";"information";"";"7500";"NON";"";"";"0389415634";"";"";"";"";"";"";"";"";"";"";"";"";"nuravoyages.com";"";"";"";"";"8";"";"";"1069518"
"510898174";"51089817400014";"HOTELISSIMA";"siège";"HOTELISSIMA";"HOTELS ET LAGONS";"";"30 RUE FERRANDIERE";"";"69002 LYON 2EME";"69382";"LYON 2EME";"69002";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Autres services de réservation et activités connexes";"7990Z";"Autres services de réservation liés au voyage, Guide touristique, Services d'assistance aux touristes, Activité de promotion du tourisme, Office de tourisme, syndicat d'initiative";"02/2009";"M.";"EVAO VOYAGES";"";"Président";"10 à 19";"10 à 19";"agent";"assistance";"basket";"budget";"cadenas";"experts";"iles";"langue";"licence";"palace";"685000";"NON";"";"";"0469164111";"";"";"";"";"";"";"";"";"";"";"";"Oui";"http://www.hotelissima.com/";"";"";"";"contact@hotelissima.com";"20";"";"";"7807912"
"511272247";"51127224700046";"FUNBREIZH";"établissement";"FUNBREIZH";"";"";"16 RUE DE KERBOLLOC'H";"";"22220 TREDARZEC";"22347";"TREDARZEC";"22220";"COTES-D'ARMOR";"22";"BRETAGNE";"53";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"03/2009";"M.";"PETIT";"Jean-Vincent Calixte";"Gérant";"10 à 19";"";"séminaire";"entreprise";"voyager";"organisation";"agencer";"atlantique";"loisir";"";"";"";"25000";"NON";"";"";"";"";"ESCAPE YOUR TEAM DECHAINEZ-VOUS # funbreizh";"[35, 39, 41, 42]";"LUDOTOUR";"[35, 39, 41, 42]";"Box voyages by Funbreizh";"[39, 41, 43]";"Bon Voyage";"[39, 41, 43]";"Visio Game";"[41, 42, 39]";"";"funbreizh.com";"https://www.facebook.com/AGENCEFUNBREIZH/";"https://twitter.com/funbreizh";"";"";"13";"";"";"1843200"
